ID Pedido,Fecha Pedido,Fecha Envío,Modo Envío,Cliente,Segmento,Ciudad,Estado,Region,Categoria,Subcategoria,Producto,Ventas,Año,Mes
CA-2016-143119,2016-09-24,2016-09-30,Standard Class,Marc Crier,Consumer,Lafayette,Louisiana,South,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,2016,9
CA-2018-101049,2018-06-21,2018-06-25,Second Class,Alan Shonely,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,2018,6
CA-2018-101049,2018-06-21,2018-06-25,Second Class,Alan Shonely,Consumer,Cleveland,Ohio,East,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,2018,6
CA-2017-106530,2017-05-08,2017-05-08,Same Day,Clay Ludtke,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,2017,5
CA-2017-106530,2017-05-08,2017-05-08,Same Day,Clay Ludtke,Consumer,Cleveland,Ohio,East,Office Supplies,Paper,Xerox 1898,10.688,2017,5
CA-2017-106530,2017-05-08,2017-05-08,Same Day,Clay Ludtke,Consumer,Cleveland,Ohio,East,Office Supplies,Paper,Xerox 222,10.368,2017,5
CA-2017-106530,2017-05-08,2017-05-08,Same Day,Clay Ludtke,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,Hanging Personal Folder File,25.12,2017,5
CA-2017-106530,2017-05-08,2017-05-08,Same Day,Clay Ludtke,Consumer,Cleveland,Ohio,East,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2017,5
CA-2015-168984,2015-11-26,2015-12-02,Standard Class,Natalie Webber,Consumer,Tigard,Oregon,West,Office Supplies,Paper,Xerox 2,15.552,2015,11
CA-2015-168984,2015-11-26,2015-12-02,Standard Class,Natalie Webber,Consumer,Tigard,Oregon,West,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,2015,11
CA-2015-168984,2015-11-26,2015-12-02,Standard Class,Natalie Webber,Consumer,Tigard,Oregon,West,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,2015,11
CA-2017-157266,2017-05-26,2017-06-01,Standard Class,Toby Braunhardt,Consumer,Washington,District of Columbia,East,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,2017,5
CA-2017-157266,2017-05-26,2017-06-01,Standard Class,Toby Braunhardt,Consumer,Washington,District of Columbia,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2017,5
CA-2017-157266,2017-05-26,2017-06-01,Standard Class,Toby Braunhardt,Consumer,Washington,District of Columbia,East,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2017,5
CA-2017-157266,2017-05-26,2017-06-01,Standard Class,Toby Braunhardt,Consumer,Washington,District of Columbia,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,2017,5
US-2015-134712,2015-11-29,2015-12-04,Standard Class,Bill Stewart,Corporate,Skokie,Illinois,Central,Office Supplies,Fasteners,Staples,12.624,2015,11
CA-2016-111829,2016-03-19,2016-03-20,First Class,Fred Hopkins,Corporate,Seattle,Washington,West,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,2016,3
CA-2016-111829,2016-03-19,2016-03-20,First Class,Fred Hopkins,Corporate,Seattle,Washington,West,Technology,Copiers,Canon PC940 Copier,3149.93,2016,3
CA-2016-111829,2016-03-19,2016-03-20,First Class,Fred Hopkins,Corporate,Seattle,Washington,West,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2016,3
CA-2016-105221,2016-11-01,2016-11-03,First Class,Valerie Mitchum,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2016,11
CA-2016-105221,2016-11-01,2016-11-03,First Class,Valerie Mitchum,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2016,11
CA-2016-120341,2016-09-26,2016-09-29,Second Class,Sarah Foster,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,2016,9
CA-2016-120341,2016-09-26,2016-09-29,Second Class,Sarah Foster,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,2016,9
CA-2015-135699,2015-08-29,2015-08-29,Same Day,Hilary Holden,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1940,109.92,2015,8
CA-2015-135699,2015-08-29,2015-08-29,Same Day,Hilary Holden,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1986,13.36,2015,8
US-2018-132444,2018-11-18,2018-11-21,First Class,Christina DeMoss,Consumer,Seattle,Washington,West,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68,2018,11
US-2018-132444,2018-11-18,2018-11-21,First Class,Christina DeMoss,Consumer,Seattle,Washington,West,Technology,Accessories,ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,132.52,2018,11
US-2018-132444,2018-11-18,2018-11-21,First Class,Christina DeMoss,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,Binder Clips by OIC,2.96,2018,11
US-2018-132444,2018-11-18,2018-11-21,First Class,Christina DeMoss,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2018,11
US-2018-132444,2018-11-18,2018-11-21,First Class,Christina DeMoss,Consumer,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,2018,11
CA-2015-127159,2015-05-12,2015-05-15,First Class,Hunter Lopez,Consumer,Milwaukee,Wisconsin,Central,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,2015,5
CA-2018-161809,2018-01-20,2018-01-26,Standard Class,Thea Hendricks,Consumer,Los Angeles,California,West,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,2018,1
CA-2018-127285,2018-10-30,2018-11-06,Standard Class,Michelle Moray,Consumer,Seattle,Washington,West,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,2018,10
CA-2018-127285,2018-10-30,2018-11-06,Standard Class,Michelle Moray,Consumer,Seattle,Washington,West,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2018,10
CA-2018-144526,2018-04-30,2018-05-06,Standard Class,Quincy Jones,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,2018,4
CA-2018-144526,2018-04-30,2018-05-06,Standard Class,Quincy Jones,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,2018,4
CA-2017-128531,2017-11-24,2017-11-26,Second Class,Neola Schneider,Consumer,Dallas,Texas,Central,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92,2017,11
CA-2017-128531,2017-11-24,2017-11-26,Second Class,Neola Schneider,Consumer,Dallas,Texas,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,2017,11
CA-2017-128531,2017-11-24,2017-11-26,Second Class,Neola Schneider,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Colored Push Pins,4.344,2017,11
CA-2017-128531,2017-11-24,2017-11-26,Second Class,Neola Schneider,Consumer,Dallas,Texas,Central,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2017,11
CA-2017-128531,2017-11-24,2017-11-26,Second Class,Neola Schneider,Consumer,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1925,74.352,2017,11
CA-2017-128531,2017-11-24,2017-11-26,Second Class,Neola Schneider,Consumer,Dallas,Texas,Central,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,2017,11
US-2016-157154,2016-01-10,2016-01-15,Standard Class,Michael Moore,Consumer,New York City,New York,East,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,2016,1
CA-2018-159457,2018-10-19,2018-10-26,Standard Class,Rick Duston,Consumer,Houston,Texas,Central,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,2018,10
CA-2017-107615,2017-03-22,2017-03-25,First Class,Robert Barroso,Corporate,North Las Vegas,Nevada,West,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2017,3
CA-2018-111647,2018-07-03,2018-07-07,Standard Class,Rob Dowd,Consumer,Plano,Texas,Central,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,2018,7
CA-2016-150560,2016-12-11,2016-12-12,First Class,Shaun Weien,Consumer,Suffolk,Virginia,South,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2016,12
CA-2016-143077,2016-09-17,2016-09-21,Standard Class,Sylvia Foulston,Corporate,Houston,Texas,Central,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2016,9
CA-2016-143077,2016-09-17,2016-09-21,Standard Class,Sylvia Foulston,Corporate,Houston,Texas,Central,Office Supplies,Binders,GBC Imprintable Covers,6.588,2016,9
CA-2017-122728,2017-05-18,2017-05-24,Standard Class,Eric Barreto,Consumer,San Francisco,California,West,Office Supplies,Storage,Home/Office Personal File Carts,104.28,2017,5
CA-2017-122728,2017-05-18,2017-05-24,Standard Class,Eric Barreto,Consumer,San Francisco,California,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,2017,5
CA-2015-122882,2015-09-07,2015-09-13,Standard Class,Sean Braxton,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,2015,9
CA-2015-122882,2015-09-07,2015-09-13,Standard Class,Sean Braxton,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,2015,9
CA-2015-122882,2015-09-07,2015-09-13,Standard Class,Sean Braxton,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2015,9
CA-2015-122882,2015-09-07,2015-09-13,Standard Class,Sean Braxton,Corporate,Philadelphia,Pennsylvania,East,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,2015,9
US-2017-101497,2017-09-29,2017-10-01,Second Class,Pamela Stobb,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1887,18.97,2017,9
CA-2017-147585,2017-11-07,2017-11-12,Standard Class,Claudia Bergmann,Corporate,San Francisco,California,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,2017,11
CA-2018-149489,2018-04-24,2018-04-27,First Class,Damala Kotsonis,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2018,4
CA-2018-149489,2018-04-24,2018-04-27,First Class,Damala Kotsonis,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2018,4
CA-2018-149489,2018-04-24,2018-04-27,First Class,Damala Kotsonis,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2018,4
CA-2018-143798,2018-12-10,2018-12-12,First Class,Anthony Witt,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 210,10.368,2018,12
CA-2018-143798,2018-12-10,2018-12-12,First Class,Anthony Witt,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2018,12
CA-2015-142839,2015-08-16,2015-08-20,Standard Class,Troy Staebel,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,2015,8
CA-2018-129833,2018-12-09,2018-12-15,Standard Class,Herbert Flentye,Consumer,Indianapolis,Indiana,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,2018,12
CA-2018-129833,2018-12-09,2018-12-15,Standard Class,Herbert Flentye,Consumer,Indianapolis,Indiana,Central,Office Supplies,Binders,Economy Binders,10.4,2018,12
US-2017-154361,2017-03-14,2017-03-19,Standard Class,Henia Zydlo,Consumer,Columbus,Ohio,East,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,2017,3
US-2017-158708,2017-06-26,2017-06-29,Second Class,Alejandro Ballentine,Home Office,Plano,Texas,Central,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2017,6
CA-2016-156335,2016-09-25,2016-09-28,Second Class,Phillina Ober,Home Office,Bayonne,New Jersey,East,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,2016,9
CA-2016-156335,2016-09-25,2016-09-28,Second Class,Phillina Ober,Home Office,Bayonne,New Jersey,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,2016,9
CA-2016-156335,2016-09-25,2016-09-28,Second Class,Phillina Ober,Home Office,Bayonne,New Jersey,East,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2016,9
CA-2016-148376,2016-12-27,2016-12-31,Standard Class,Arthur Gainer,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2016,12
CA-2016-148376,2016-12-27,2016-12-31,Standard Class,Arthur Gainer,Consumer,Los Angeles,California,West,Office Supplies,Labels,Avery 497,21.56,2016,12
CA-2015-135657,2015-06-03,2015-06-07,Second Class,Steven Cartwright,Consumer,Seattle,Washington,West,Furniture,Tables,KI Adjustable-Height Table,515.88,2015,6
CA-2016-114069,2016-07-13,2016-07-15,Second Class,Natalie DeCherney,Consumer,New York City,New York,East,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2016,7
CA-2016-114069,2016-07-13,2016-07-15,Second Class,Natalie DeCherney,Consumer,New York City,New York,East,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,2016,7
CA-2016-114069,2016-07-13,2016-07-15,Second Class,Natalie DeCherney,Consumer,New York City,New York,East,Office Supplies,Paper,Easy-staple paper,9.96,2016,7
CA-2015-139857,2015-02-02,2015-02-06,Standard Class,Cynthia Delaney,Home Office,San Diego,California,West,Office Supplies,Fasteners,Staples,12.35,2015,2
CA-2017-106306,2017-03-08,2017-03-08,Same Day,Patrick Gardner,Consumer,Glendale,Arizona,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,2017,3
CA-2016-100545,2016-11-22,2016-11-26,Standard Class,Irene Maddox,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2016,11
CA-2018-123491,2018-10-30,2018-11-05,Standard Class,Jamie Kunitz,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery 500,43.86,2018,10
CA-2018-123491,2018-10-30,2018-11-05,Standard Class,Jamie Kunitz,Consumer,San Francisco,California,West,Technology,Phones,Geemarc AmpliPOWER60,148.48,2018,10
CA-2018-123491,2018-10-30,2018-11-05,Standard Class,Jamie Kunitz,Consumer,San Francisco,California,West,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2018,10
CA-2018-123491,2018-10-30,2018-11-05,Standard Class,Jamie Kunitz,Consumer,San Francisco,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,2018,10
CA-2018-123491,2018-10-30,2018-11-05,Standard Class,Jamie Kunitz,Consumer,San Francisco,California,West,Office Supplies,Art,4009 Highlighters by Sanford,19.9,2018,10
CA-2018-123491,2018-10-30,2018-11-05,Standard Class,Jamie Kunitz,Consumer,San Francisco,California,West,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,2018,10
CA-2016-145401,2016-01-30,2016-02-04,Standard Class,Jeremy Pistek,Consumer,Houston,Texas,Central,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,2016,1
US-2018-124968,2018-09-08,2018-09-13,Second Class,Michelle Moray,Consumer,Chicago,Illinois,Central,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,2018,9
CA-2018-104003,2018-10-07,2018-10-13,Standard Class,Debra Catini,Consumer,San Francisco,California,West,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2018,10
CA-2017-154788,2017-04-30,2017-05-04,Standard Class,John Lee,Consumer,New York City,New York,East,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2017,4
CA-2017-169943,2017-05-19,2017-05-24,Standard Class,Bradley Nguyen,Consumer,New York City,New York,East,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,2017,5
CA-2017-169943,2017-05-19,2017-05-24,Standard Class,Bradley Nguyen,Consumer,New York City,New York,East,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,2017,5
CA-2017-169943,2017-05-19,2017-05-24,Standard Class,Bradley Nguyen,Consumer,New York City,New York,East,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,2017,5
CA-2017-169943,2017-05-19,2017-05-24,Standard Class,Bradley Nguyen,Consumer,New York City,New York,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,2017,5
CA-2017-169943,2017-05-19,2017-05-24,Standard Class,Bradley Nguyen,Consumer,New York City,New York,East,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,2017,5
US-2016-123218,2016-12-20,2016-12-25,Standard Class,Katherine Ducich,Consumer,Chicago,Illinois,Central,Technology,Phones,Apple iPhone 5C,159.984,2016,12
US-2016-123218,2016-12-20,2016-12-25,Standard Class,Katherine Ducich,Consumer,Chicago,Illinois,Central,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,2016,12
US-2016-123218,2016-12-20,2016-12-25,Standard Class,Katherine Ducich,Consumer,Chicago,Illinois,Central,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,2016,12
CA-2016-127453,2016-12-19,2016-12-20,First Class,Jay Kimmel,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,2016,12
CA-2016-127453,2016-12-19,2016-12-20,First Class,Jay Kimmel,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2016,12
CA-2016-127453,2016-12-19,2016-12-20,First Class,Jay Kimmel,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,2016,12
US-2018-164056,2018-04-29,2018-05-04,Second Class,Filia McAdams,Corporate,Dublin,Ohio,East,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,2018,4
CA-2017-106894,2017-02-07,2017-02-07,Same Day,Christina Anderson,Consumer,Springfield,Virginia,South,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,2017,2
CA-2017-106894,2017-02-07,2017-02-07,Same Day,Christina Anderson,Consumer,Springfield,Virginia,South,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,2017,2
CA-2015-125136,2015-09-28,2015-10-03,Standard Class,Keith Dawkins,Corporate,Fayetteville,North Carolina,South,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,2015,9
CA-2015-125136,2015-09-28,2015-10-03,Standard Class,Keith Dawkins,Corporate,Fayetteville,North Carolina,South,Office Supplies,Paper,Xerox 195,10.688,2015,9
US-2017-131149,2017-07-10,2017-07-14,Standard Class,Logan Haushalter,Consumer,Dallas,Texas,Central,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,2017,7
US-2017-131149,2017-07-10,2017-07-14,Standard Class,Logan Haushalter,Consumer,Dallas,Texas,Central,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,2017,7
CA-2018-101483,2018-07-29,2018-08-01,Second Class,Anna Gayman,Consumer,Jacksonville,North Carolina,South,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2018,7
CA-2018-101483,2018-07-29,2018-08-01,Second Class,Anna Gayman,Consumer,Jacksonville,North Carolina,South,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,2018,7
CA-2018-101483,2018-07-29,2018-08-01,Second Class,Anna Gayman,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,Newell 322,4.368,2018,7
CA-2016-130204,2016-09-03,2016-09-09,Standard Class,David Bremer,Corporate,San Francisco,California,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,2016,9
CA-2016-130204,2016-09-03,2016-09-09,Standard Class,David Bremer,Corporate,San Francisco,California,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2016,9
CA-2016-130204,2016-09-03,2016-09-09,Standard Class,David Bremer,Corporate,San Francisco,California,West,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,2016,9
CA-2015-110527,2015-08-09,2015-08-16,Standard Class,Emily Ducich,Home Office,San Diego,California,West,Office Supplies,Labels,Avery 494,20.88,2015,8
CA-2018-152807,2018-10-30,2018-11-03,Standard Class,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 231,20.736,2018,10
CA-2018-152807,2018-10-30,2018-11-03,Standard Class,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2018,10
CA-2018-152807,2018-10-30,2018-11-03,Standard Class,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2018,10
CA-2018-152807,2018-10-30,2018-11-03,Standard Class,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,First Data FD10 PIN Pad,442.4,2018,10
CA-2015-133270,2015-06-06,2015-06-09,First Class,Bryan Mills,Consumer,Rochester,New York,East,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2015,6
CA-2017-155670,2017-08-13,2017-08-17,Second Class,Erin Mull,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,2017,8
CA-2017-155670,2017-08-13,2017-08-17,Second Class,Erin Mull,Consumer,Jacksonville,North Carolina,South,Office Supplies,Paper,Easy-staple paper,10.272,2017,8
US-2015-157406,2015-04-25,2015-04-29,Standard Class,Dianna Arnett,Home Office,Houston,Texas,Central,Office Supplies,Paper,Xerox 1985,10.368,2015,4
US-2015-157406,2015-04-25,2015-04-29,Standard Class,Dianna Arnett,Home Office,Houston,Texas,Central,Office Supplies,Art,12 Colored Short Pencils,6.24,2015,4
CA-2016-139094,2016-11-22,2016-11-27,Standard Class,Meg O'Connel,Home Office,San Antonio,Texas,Central,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,2016,11
CA-2018-168837,2018-10-14,2018-10-17,First Class,Joni Wasserman,Consumer,Oakland,California,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2018,10
CA-2018-116715,2018-12-02,2018-12-05,First Class,Victoria Wilson,Corporate,San Francisco,California,West,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,2018,12
CA-2018-116715,2018-12-02,2018-12-05,First Class,Victoria Wilson,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1940,109.92,2018,12
CA-2018-116715,2018-12-02,2018-12-05,First Class,Victoria Wilson,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1962,8.56,2018,12
CA-2016-135622,2016-12-08,2016-12-11,Second Class,Tonja Turnell,Home Office,Fort Worth,Texas,Central,Office Supplies,Paper,Xerox 1945,360.712,2016,12
CA-2016-135622,2016-12-08,2016-12-11,Second Class,Tonja Turnell,Home Office,Fort Worth,Texas,Central,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,2016,12
US-2016-107349,2016-07-13,2016-07-15,First Class,Sara Luxemburg,Home Office,Houston,Texas,Central,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,2016,7
CA-2015-139017,2015-05-11,2015-05-17,Standard Class,Raymond Messe,Consumer,Houston,Texas,Central,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2015,5
CA-2015-141817,2015-01-05,2015-01-12,Standard Class,Mick Brown,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,2015,1
CA-2016-130785,2016-09-05,2016-09-09,Standard Class,Arthur Gainer,Consumer,San Diego,California,West,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,2016,9
CA-2016-130785,2016-09-05,2016-09-09,Standard Class,Arthur Gainer,Consumer,San Diego,California,West,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,2016,9
CA-2016-130785,2016-09-05,2016-09-09,Standard Class,Arthur Gainer,Consumer,San Diego,California,West,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,2016,9
CA-2017-110254,2017-08-04,2017-08-08,Standard Class,Max Ludwig,Home Office,Suffolk,Virginia,South,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2017,8
CA-2017-110254,2017-08-04,2017-08-08,Standard Class,Max Ludwig,Home Office,Suffolk,Virginia,South,Office Supplies,Labels,Avery 476,4.13,2017,8
CA-2017-110254,2017-08-04,2017-08-08,Standard Class,Max Ludwig,Home Office,Suffolk,Virginia,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,2017,8
CA-2017-110254,2017-08-04,2017-08-08,Standard Class,Max Ludwig,Home Office,Suffolk,Virginia,South,Office Supplies,Labels,Avery 478,9.82,2017,8
US-2015-158057,2015-03-22,2015-03-26,Standard Class,Craig Carroll,Consumer,Greensboro,North Carolina,South,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,2015,3
US-2015-158057,2015-03-22,2015-03-26,Standard Class,Craig Carroll,Consumer,Greensboro,North Carolina,South,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.465,2015,3
CA-2018-146024,2018-03-02,2018-03-08,Standard Class,Stewart Carmichael,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,Staple remover,6.976,2018,3
CA-2018-146024,2018-03-02,2018-03-08,Standard Class,Stewart Carmichael,Corporate,Dallas,Texas,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,2018,3
CA-2017-129686,2017-11-27,2017-11-29,Second Class,Greg Guthrie,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2017,11
CA-2017-129686,2017-11-27,2017-11-29,Second Class,Greg Guthrie,Corporate,Chicago,Illinois,Central,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,2017,11
CA-2015-118976,2015-04-28,2015-05-03,Standard Class,Muhammed Yedwab,Corporate,Baltimore,Maryland,East,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2015,4
